,baserunning,batting,color,day,defense,emoji,pitching,season,team
8261,2.888888889,2.055555556,#9141ba,64,2.444444444,🚤,1.7,6,Dale
8262,2.444444444,2.444444444,#f7d1ff,64,2.388888889,🌹,1.6,6,Flowers
8263,2.555555556,3.111111111,#ffd4d8,64,2.555555556,📱,2.4,6,Millennials
8264,2.777777778,2.666666667,#f5feff,64,2.555555556,🗣,2.5,6,Moist Talkers
8265,2.166666667,2.222222222,#ffce0a,64,3.277777778,👟,2.3,6,Shoe Thieves
8266,1.944444444,2.222222222,#bf0043,64,2.444444444,✨,1.5,6,Magic
8267,2.777777778,3.166666667,#8c8d8f,64,2.333333333,🥩,1.7,6,Steaks
8268,2.888888889,2.444444444,#780018,64,3.444444444,💋,2.8,6,Lovers
8269,1.944444444,1.666666667,#3ee652,64,3.111111111,🏝,1.4,6,Fridays
8270,2.0,2.777777778,#399d8f,64,3.0,🥧,1.7,6,Pies
8271,2.666666667,2.444444444,#2b4075,64,2.388888889,🎸,1.9,6,Garages
8272,3.222222222,3.166666667,#6388ad,64,3.0,👐,1.9,6,Jazz Hands
8273,2.555555556,2.166666667,#fffbab,64,2.333333333,🌞,1.6,6,Sunbeams
8274,2.5,2.666666667,#8c2a3e,64,3.444444444,🔥,2.4,6,Firefighters
8275,2.833333333,1.944444444,#178f55,64,3.166666667,🍬,2.1,6,Breath Mints
8276,2.277777778,2.555555556,#5c1c1c,64,2.888888889,🐅,2.8,6,Tigers
8277,2.055555556,2.666666667,#67556b,64,2.944444444,🕵,1.4,6,Spies
8278,1.888888889,1.888888889,#d15700,64,2.611111111,🍗,2.4,6,Wild Wings
8279,3.833333333,3.0,#593037,64,3.666666667,🦀,3.7,6,Crabs
8280,1.444444444,1.5,#64376e,65,2.555555556,🌮,1.6,6,Tacos
8281,2.888888889,2.055555556,#9141ba,65,2.444444444,🚤,1.7,6,Dale
8282,2.444444444,2.444444444,#f7d1ff,65,2.388888889,🌹,1.6,6,Flowers
8283,2.555555556,3.111111111,#ffd4d8,65,2.555555556,📱,2.4,6,Millennials
8284,2.777777778,2.666666667,#f5feff,65,2.555555556,🗣,2.5,6,Moist Talkers
8285,2.166666667,2.222222222,#ffce0a,65,3.277777778,👟,2.3,6,Shoe Thieves
8286,1.944444444,2.222222222,#bf0043,65,2.444444444,✨,1.5,6,Magic
8287,2.777777778,3.166666667,#8c8d8f,65,2.333333333,🥩,1.7,6,Steaks
8288,2.888888889,2.444444444,#780018,65,3.444444444,💋,2.8,6,Lovers
8289,1.944444444,1.666666667,#3ee652,65,3.111111111,🏝,1.4,6,Fridays
8290,2.0,2.777777778,#399d8f,65,3.0,🥧,1.7,6,Pies
8291,2.666666667,2.444444444,#2b4075,65,2.388888889,🎸,1.9,6,Garages
8292,3.222222222,3.166666667,#6388ad,65,3.0,👐,2.0,6,Jazz Hands
8293,2.555555556,2.166666667,#fffbab,65,2.333333333,🌞,1.6,6,Sunbeams
8294,2.5,2.666666667,#8c2a3e,65,3.444444444,🔥,2.3,6,Firefighters
8295,2.833333333,1.944444444,#178f55,65,3.166666667,🍬,2.1,6,Breath Mints
8296,2.277777778,2.555555556,#5c1c1c,65,2.888888889,🐅,2.8,6,Tigers
8297,2.055555556,2.666666667,#67556b,65,2.944444444,🕵,1.4,6,Spies
8298,1.888888889,1.888888889,#d15700,65,2.611111111,🍗,2.4,6,Wild Wings
8299,3.833333333,3.0,#593037,65,3.666666667,🦀,3.7,6,Crabs
8300,1.444444444,1.5,#64376e,66,2.555555556,🌮,1.6,6,Tacos
8301,2.888888889,2.055555556,#9141ba,66,2.444444444,🚤,1.7,6,Dale
8302,2.444444444,2.444444444,#f7d1ff,66,2.388888889,🌹,1.6,6,Flowers
8303,2.555555556,3.111111111,#ffd4d8,66,2.555555556,📱,2.4,6,Millennials
8304,2.777777778,2.666666667,#f5feff,66,2.555555556,🗣,2.5,6,Moist Talkers
8305,2.166666667,2.222222222,#ffce0a,66,3.277777778,👟,2.3,6,Shoe Thieves
8306,1.944444444,2.222222222,#bf0043,66,2.444444444,✨,1.5,6,Magic
8307,2.777777778,3.166666667,#8c8d8f,66,2.333333333,🥩,1.7,6,Steaks
8308,2.888888889,2.444444444,#780018,66,3.444444444,💋,2.8,6,Lovers
8309,1.944444444,1.666666667,#3ee652,66,3.111111111,🏝,1.4,6,Fridays
8310,2.0,2.777777778,#399d8f,66,3.0,🥧,1.7,6,Pies
8311,2.666666667,2.444444444,#2b4075,66,2.388888889,🎸,1.9,6,Garages
8312,3.222222222,3.166666667,#6388ad,66,3.0,👐,2.0,6,Jazz Hands
8313,2.555555556,2.166666667,#fffbab,66,2.333333333,🌞,1.6,6,Sunbeams
8314,2.5,2.666666667,#8c2a3e,66,3.444444444,🔥,2.3,6,Firefighters
8315,2.833333333,1.944444444,#178f55,66,3.166666667,🍬,2.1,6,Breath Mints
8316,2.277777778,2.555555556,#5c1c1c,66,2.888888889,🐅,2.8,6,Tigers
8317,2.055555556,2.666666667,#67556b,66,2.944444444,🕵,1.4,6,Spies
8318,1.888888889,1.888888889,#d15700,66,2.611111111,🍗,2.4,6,Wild Wings
8319,3.833333333,3.0,#593037,66,3.666666667,🦀,3.7,6,Crabs
8320,1.444444444,1.5,#64376e,67,2.555555556,🌮,1.6,6,Tacos
8321,2.888888889,2.055555556,#9141ba,67,2.444444444,🚤,1.7,6,Dale
8322,2.444444444,2.444444444,#f7d1ff,67,2.388888889,🌹,1.6,6,Flowers
8323,2.555555556,3.111111111,#ffd4d8,67,2.555555556,📱,2.4,6,Millennials
8324,2.777777778,2.666666667,#f5feff,67,2.555555556,🗣,2.5,6,Moist Talkers
8325,2.166666667,2.222222222,#ffce0a,67,3.277777778,👟,2.3,6,Shoe Thieves
8326,1.944444444,2.222222222,#bf0043,67,2.444444444,✨,1.5,6,Magic
8327,2.777777778,3.166666667,#8c8d8f,67,2.333333333,🥩,1.7,6,Steaks
8328,2.888888889,2.444444444,#780018,67,3.444444444,💋,2.8,6,Lovers
8329,1.944444444,1.666666667,#3ee652,67,3.111111111,🏝,1.4,6,Fridays
8330,2.0,2.777777778,#399d8f,67,3.0,🥧,1.7,6,Pies
8331,2.666666667,2.444444444,#2b4075,67,2.388888889,🎸,1.9,6,Garages
8332,3.222222222,3.166666667,#6388ad,67,3.0,👐,2.0,6,Jazz Hands
8333,2.555555556,2.166666667,#fffbab,67,2.333333333,🌞,1.6,6,Sunbeams
8334,2.5,2.666666667,#8c2a3e,67,3.444444444,🔥,2.3,6,Firefighters
8335,2.833333333,1.944444444,#178f55,67,3.166666667,🍬,2.1,6,Breath Mints
8336,2.277777778,2.555555556,#5c1c1c,67,2.888888889,🐅,2.8,6,Tigers
8337,2.055555556,2.666666667,#67556b,67,2.944444444,🕵,1.4,6,Spies
8338,1.888888889,1.888888889,#d15700,67,2.611111111,🍗,2.4,6,Wild Wings
8339,3.833333333,3.0,#593037,67,3.666666667,🦀,3.7,6,Crabs
8340,1.444444444,1.5,#64376e,68,2.555555556,🌮,1.6,6,Tacos
8341,2.888888889,2.055555556,#9141ba,68,2.444444444,🚤,1.7,6,Dale
8342,2.444444444,2.444444444,#f7d1ff,68,2.388888889,🌹,1.6,6,Flowers
8343,2.555555556,3.111111111,#ffd4d8,68,2.555555556,📱,2.4,6,Millennials
8344,2.777777778,2.666666667,#f5feff,68,2.555555556,🗣,2.5,6,Moist Talkers
8345,2.166666667,2.222222222,#ffce0a,68,3.277777778,👟,2.3,6,Shoe Thieves
8346,1.944444444,2.222222222,#bf0043,68,2.444444444,✨,1.5,6,Magic
8347,2.777777778,3.166666667,#8c8d8f,68,2.333333333,🥩,1.7,6,Steaks
8348,2.888888889,2.444444444,#780018,68,3.444444444,💋,2.8,6,Lovers
8349,1.944444444,1.666666667,#3ee652,68,3.111111111,🏝,1.4,6,Fridays
8350,2.0,2.777777778,#399d8f,68,3.0,🥧,1.7,6,Pies
8351,2.666666667,2.444444444,#2b4075,68,2.388888889,🎸,1.9,6,Garages
8352,3.222222222,3.166666667,#6388ad,68,3.0,👐,2.0,6,Jazz Hands
8353,2.555555556,2.166666667,#fffbab,68,2.333333333,🌞,1.6,6,Sunbeams
8354,2.5,2.666666667,#8c2a3e,68,3.444444444,🔥,2.3,6,Firefighters
8355,2.833333333,1.944444444,#178f55,68,3.166666667,🍬,2.1,6,Breath Mints
8356,2.277777778,2.555555556,#5c1c1c,68,2.888888889,🐅,2.8,6,Tigers
8357,2.055555556,2.666666667,#67556b,68,2.944444444,🕵,1.4,6,Spies
8358,1.888888889,1.888888889,#d15700,68,2.611111111,🍗,2.4,6,Wild Wings
8359,3.833333333,3.0,#593037,68,3.666666667,🦀,3.7,6,Crabs
8360,1.444444444,1.5,#64376e,69,2.555555556,🌮,1.6,6,Tacos
8361,2.888888889,2.055555556,#9141ba,69,2.444444444,🚤,1.7,6,Dale
8362,2.444444444,2.444444444,#f7d1ff,69,2.388888889,🌹,1.6,6,Flowers
8363,2.555555556,3.111111111,#ffd4d8,69,2.555555556,📱,2.4,6,Millennials
8364,2.777777778,2.666666667,#f5feff,69,2.555555556,🗣,2.5,6,Moist Talkers
8365,2.166666667,2.222222222,#ffce0a,69,3.277777778,👟,2.3,6,Shoe Thieves
8366,1.944444444,2.222222222,#bf0043,69,2.444444444,✨,1.5,6,Magic
8367,2.777777778,3.166666667,#8c8d8f,69,2.333333333,🥩,1.7,6,Steaks
8368,2.888888889,2.444444444,#780018,69,3.444444444,💋,2.8,6,Lovers
8369,1.944444444,1.666666667,#3ee652,69,3.111111111,🏝,1.4,6,Fridays
8370,2.0,2.777777778,#399d8f,69,3.0,🥧,1.7,6,Pies
8371,2.666666667,2.444444444,#2b4075,69,2.388888889,🎸,1.9,6,Garages
8372,3.222222222,3.166666667,#6388ad,69,3.0,👐,2.0,6,Jazz Hands
8373,2.555555556,2.166666667,#fffbab,69,2.333333333,🌞,1.6,6,Sunbeams
8374,2.5,2.666666667,#8c2a3e,69,3.444444444,🔥,2.3,6,Firefighters
8375,2.833333333,1.944444444,#178f55,69,3.166666667,🍬,2.1,6,Breath Mints
8376,2.277777778,2.555555556,#5c1c1c,69,2.888888889,🐅,2.8,6,Tigers
8377,2.055555556,2.666666667,#67556b,69,2.944444444,🕵,1.4,6,Spies
8378,1.888888889,1.888888889,#d15700,69,2.611111111,🍗,2.4,6,Wild Wings
8379,3.833333333,3.0,#593037,69,3.666666667,🦀,3.7,6,Crabs
8380,1.444444444,1.5,#64376e,70,2.555555556,🌮,1.6,6,Tacos
8381,2.888888889,2.055555556,#9141ba,70,2.444444444,🚤,1.7,6,Dale
8382,2.444444444,2.444444444,#f7d1ff,70,2.388888889,🌹,1.6,6,Flowers
8383,2.555555556,3.111111111,#ffd4d8,70,2.555555556,📱,2.4,6,Millennials
8384,2.777777778,2.666666667,#f5feff,70,2.555555556,🗣,2.5,6,Moist Talkers
8385,2.166666667,2.222222222,#ffce0a,70,3.277777778,👟,2.3,6,Shoe Thieves
8386,1.944444444,2.222222222,#bf0043,70,2.444444444,✨,1.5,6,Magic
8387,2.777777778,3.166666667,#8c8d8f,70,2.333333333,🥩,1.7,6,Steaks
8388,2.888888889,2.444444444,#780018,70,3.444444444,💋,2.8,6,Lovers
8389,1.944444444,1.666666667,#3ee652,70,3.111111111,🏝,1.4,6,Fridays
8390,2.0,2.777777778,#399d8f,70,3.0,🥧,1.7,6,Pies
8391,2.666666667,2.444444444,#2b4075,70,2.388888889,🎸,1.9,6,Garages
8392,3.222222222,3.166666667,#6388ad,70,3.0,👐,2.0,6,Jazz Hands
8393,2.555555556,2.166666667,#fffbab,70,2.333333333,🌞,1.6,6,Sunbeams
8394,2.5,2.666666667,#8c2a3e,70,3.444444444,🔥,2.3,6,Firefighters
8395,2.833333333,1.944444444,#178f55,70,3.166666667,🍬,2.1,6,Breath Mints
8396,2.277777778,2.555555556,#5c1c1c,70,2.888888889,🐅,2.8,6,Tigers
8397,2.055555556,2.666666667,#67556b,70,2.944444444,🕵,1.4,6,Spies
8398,1.888888889,1.888888889,#d15700,70,2.611111111,🍗,2.4,6,Wild Wings
8399,3.833333333,3.0,#593037,70,3.666666667,🦀,3.7,6,Crabs
8400,1.444444444,1.5,#64376e,71,2.555555556,🌮,1.6,6,Tacos
8401,2.888888889,2.055555556,#9141ba,71,2.444444444,🚤,1.7,6,Dale
8402,2.444444444,2.444444444,#f7d1ff,71,2.388888889,🌹,1.6,6,Flowers
8403,2.555555556,3.111111111,#ffd4d8,71,2.555555556,📱,2.4,6,Millennials
8404,2.777777778,2.666666667,#f5feff,71,2.555555556,🗣,2.5,6,Moist Talkers
8405,2.166666667,2.222222222,#ffce0a,71,3.277777778,👟,2.3,6,Shoe Thieves
8406,1.944444444,2.222222222,#bf0043,71,2.444444444,✨,1.5,6,Magic
8407,2.777777778,3.166666667,#8c8d8f,71,2.333333333,🥩,1.7,6,Steaks
8408,2.888888889,2.444444444,#780018,71,3.444444444,💋,2.8,6,Lovers
8409,1.944444444,1.666666667,#3ee652,71,3.111111111,🏝,1.4,6,Fridays
8410,2.0,2.777777778,#399d8f,71,3.0,🥧,1.7,6,Pies
8411,2.666666667,2.444444444,#2b4075,71,2.388888889,🎸,1.9,6,Garages
8412,3.222222222,3.166666667,#6388ad,71,3.0,👐,2.0,6,Jazz Hands
8413,2.555555556,2.166666667,#fffbab,71,2.333333333,🌞,1.6,6,Sunbeams
8414,2.5,2.666666667,#8c2a3e,71,3.444444444,🔥,2.3,6,Firefighters
8415,2.833333333,1.944444444,#178f55,71,3.166666667,🍬,2.1,6,Breath Mints
8416,2.277777778,2.555555556,#5c1c1c,71,2.888888889,🐅,2.8,6,Tigers
8417,2.055555556,2.666666667,#67556b,71,2.944444444,🕵,1.4,6,Spies
8418,1.888888889,1.888888889,#d15700,71,2.611111111,🍗,2.4,6,Wild Wings
8419,3.833333333,3.0,#593037,71,3.666666667,🦀,3.7,6,Crabs
8420,1.444444444,1.5,#64376e,72,2.555555556,🌮,1.6,6,Tacos
8421,2.888888889,2.055555556,#9141ba,72,2.444444444,🚤,1.7,6,Dale
8422,2.444444444,2.444444444,#f7d1ff,72,2.388888889,🌹,1.6,6,Flowers
8423,2.555555556,3.111111111,#ffd4d8,72,2.555555556,📱,2.4,6,Millennials
8424,2.777777778,2.666666667,#f5feff,72,2.555555556,🗣,2.5,6,Moist Talkers
8425,2.166666667,2.222222222,#ffce0a,72,3.277777778,👟,2.3,6,Shoe Thieves
8426,1.944444444,2.222222222,#bf0043,72,2.444444444,✨,1.5,6,Magic
8427,2.777777778,3.166666667,#8c8d8f,72,2.333333333,🥩,1.7,6,Steaks
8428,2.888888889,2.444444444,#780018,72,3.444444444,💋,2.8,6,Lovers
8429,1.944444444,1.666666667,#3ee652,72,3.111111111,🏝,1.4,6,Fridays
8430,2.0,2.777777778,#399d8f,72,3.0,🥧,1.7,6,Pies
8431,2.666666667,2.444444444,#2b4075,72,2.388888889,🎸,1.9,6,Garages
8432,3.222222222,3.166666667,#6388ad,72,3.0,👐,2.0,6,Jazz Hands
8433,2.555555556,2.166666667,#fffbab,72,2.333333333,🌞,1.6,6,Sunbeams
8434,2.5,2.666666667,#8c2a3e,72,3.444444444,🔥,2.3,6,Firefighters
8435,2.833333333,1.944444444,#178f55,72,3.166666667,🍬,2.1,6,Breath Mints
8436,2.277777778,2.555555556,#5c1c1c,72,2.888888889,🐅,2.8,6,Tigers
8437,2.055555556,2.666666667,#67556b,72,2.944444444,🕵,1.4,6,Spies
8438,1.888888889,1.888888889,#d15700,72,2.611111111,🍗,2.4,6,Wild Wings
8439,3.833333333,3.0,#593037,72,3.666666667,🦀,3.7,6,Crabs
8440,1.444444444,1.5,#64376e,73,2.555555556,🌮,1.6,6,Tacos
8441,2.888888889,2.055555556,#9141ba,73,2.444444444,🚤,1.7,6,Dale
8442,2.444444444,2.444444444,#f7d1ff,73,2.388888889,🌹,1.6,6,Flowers
8443,2.555555556,3.111111111,#ffd4d8,73,2.555555556,📱,2.4,6,Millennials
8444,2.777777778,2.666666667,#f5feff,73,2.555555556,🗣,2.5,6,Moist Talkers
8445,2.166666667,2.222222222,#ffce0a,73,3.277777778,👟,2.3,6,Shoe Thieves
8446,1.944444444,2.222222222,#bf0043,73,2.444444444,✨,1.5,6,Magic
8447,2.777777778,3.166666667,#8c8d8f,73,2.333333333,🥩,1.7,6,Steaks
8448,2.888888889,2.444444444,#780018,73,3.444444444,💋,2.8,6,Lovers
8449,1.944444444,1.666666667,#3ee652,73,3.111111111,🏝,1.4,6,Fridays
8450,2.0,2.777777778,#399d8f,73,3.0,🥧,1.7,6,Pies
8451,2.666666667,2.444444444,#2b4075,73,2.388888889,🎸,1.9,6,Garages
8452,3.222222222,3.166666667,#6388ad,73,3.0,👐,2.0,6,Jazz Hands
8453,2.555555556,2.166666667,#fffbab,73,2.333333333,🌞,1.6,6,Sunbeams
8454,2.5,2.666666667,#8c2a3e,73,3.444444444,🔥,2.3,6,Firefighters
8455,2.833333333,1.944444444,#178f55,73,3.166666667,🍬,2.1,6,Breath Mints
8456,2.277777778,2.555555556,#5c1c1c,73,2.888888889,🐅,2.8,6,Tigers
8457,2.055555556,2.666666667,#67556b,73,2.944444444,🕵,1.4,6,Spies
8458,1.888888889,1.888888889,#d15700,73,2.611111111,🍗,2.4,6,Wild Wings
8459,3.833333333,3.0,#593037,73,3.666666667,🦀,3.7,6,Crabs
8460,1.444444444,1.5,#64376e,74,2.555555556,🌮,1.6,6,Tacos
8461,2.888888889,2.055555556,#9141ba,74,2.444444444,🚤,1.7,6,Dale
8462,2.444444444,2.444444444,#f7d1ff,74,2.388888889,🌹,1.6,6,Flowers
8463,2.555555556,3.111111111,#ffd4d8,74,2.555555556,📱,2.4,6,Millennials
8464,2.777777778,2.666666667,#f5feff,74,2.555555556,🗣,2.5,6,Moist Talkers
8465,2.166666667,2.222222222,#ffce0a,74,3.277777778,👟,2.3,6,Shoe Thieves
8466,1.944444444,2.222222222,#bf0043,74,2.444444444,✨,1.5,6,Magic
8467,2.777777778,3.166666667,#8c8d8f,74,2.333333333,🥩,1.7,6,Steaks
8468,2.888888889,2.444444444,#780018,74,3.444444444,💋,2.8,6,Lovers
8469,1.944444444,1.666666667,#3ee652,74,3.111111111,🏝,1.4,6,Fridays
8470,2.0,2.777777778,#399d8f,74,3.0,🥧,1.7,6,Pies
8471,2.666666667,2.444444444,#2b4075,74,2.388888889,🎸,1.9,6,Garages
8472,3.222222222,3.166666667,#6388ad,74,3.0,👐,2.0,6,Jazz Hands
8473,2.555555556,2.166666667,#fffbab,74,2.333333333,🌞,1.6,6,Sunbeams
8474,2.5,2.666666667,#8c2a3e,74,3.444444444,🔥,2.3,6,Firefighters
8475,2.833333333,1.944444444,#178f55,74,3.166666667,🍬,2.1,6,Breath Mints
8476,2.277777778,2.555555556,#5c1c1c,74,2.888888889,🐅,2.8,6,Tigers
8477,2.055555556,2.666666667,#67556b,74,2.944444444,🕵,1.4,6,Spies
8478,1.888888889,1.888888889,#d15700,74,2.611111111,🍗,2.4,6,Wild Wings
8479,3.833333333,3.0,#593037,74,3.666666667,🦀,3.7,6,Crabs
8480,1.444444444,1.5,#64376e,75,2.555555556,🌮,1.6,6,Tacos
8481,2.888888889,2.055555556,#9141ba,75,2.444444444,🚤,1.7,6,Dale
8482,2.444444444,2.444444444,#f7d1ff,75,2.388888889,🌹,1.6,6,Flowers
8483,2.555555556,3.111111111,#ffd4d8,75,2.555555556,📱,2.4,6,Millennials
8484,2.777777778,2.666666667,#f5feff,75,2.555555556,🗣,2.5,6,Moist Talkers
8485,2.166666667,2.222222222,#ffce0a,75,3.277777778,👟,2.3,6,Shoe Thieves
8486,1.944444444,2.222222222,#bf0043,75,2.444444444,✨,1.5,6,Magic
8487,2.777777778,3.166666667,#8c8d8f,75,2.333333333,🥩,1.7,6,Steaks
8488,2.888888889,2.444444444,#780018,75,3.444444444,💋,2.8,6,Lovers
8489,1.944444444,1.666666667,#3ee652,75,3.111111111,🏝,1.4,6,Fridays
8490,2.0,2.777777778,#399d8f,75,3.0,🥧,1.7,6,Pies
8491,2.666666667,2.444444444,#2b4075,75,2.388888889,🎸,1.9,6,Garages
8492,3.222222222,3.166666667,#6388ad,75,3.0,👐,2.0,6,Jazz Hands
8493,2.555555556,2.166666667,#fffbab,75,2.333333333,🌞,1.6,6,Sunbeams
8494,2.5,2.666666667,#8c2a3e,75,3.444444444,🔥,2.3,6,Firefighters
8495,2.833333333,1.944444444,#178f55,75,3.166666667,🍬,2.1,6,Breath Mints
8496,2.277777778,2.555555556,#5c1c1c,75,2.888888889,🐅,2.8,6,Tigers
8497,2.055555556,2.666666667,#67556b,75,2.944444444,🕵,1.4,6,Spies
8498,1.888888889,1.888888889,#d15700,75,2.611111111,🍗,2.4,6,Wild Wings
8499,3.833333333,3.0,#593037,75,3.666666667,🦀,3.7,6,Crabs
8500,1.444444444,1.5,#64376e,76,2.555555556,🌮,1.6,6,Tacos
8501,2.888888889,2.055555556,#9141ba,76,2.444444444,🚤,1.7,6,Dale
8502,2.444444444,2.444444444,#f7d1ff,76,2.388888889,🌹,1.6,6,Flowers
8503,2.555555556,3.111111111,#ffd4d8,76,2.555555556,📱,2.4,6,Millennials
8504,2.777777778,2.666666667,#f5feff,76,2.555555556,🗣,2.5,6,Moist Talkers
8505,2.166666667,2.222222222,#ffce0a,76,3.277777778,👟,2.3,6,Shoe Thieves
8506,1.944444444,2.222222222,#bf0043,76,2.444444444,✨,1.5,6,Magic
8507,2.777777778,3.166666667,#8c8d8f,76,2.333333333,🥩,1.7,6,Steaks
8508,2.888888889,2.444444444,#780018,76,3.444444444,💋,2.8,6,Lovers
8509,1.944444444,1.666666667,#3ee652,76,3.111111111,🏝,1.4,6,Fridays
8510,2.0,2.777777778,#399d8f,76,3.0,🥧,1.7,6,Pies
8511,2.666666667,2.444444444,#2b4075,76,2.388888889,🎸,1.9,6,Garages
8512,3.222222222,3.166666667,#6388ad,76,3.0,👐,2.0,6,Jazz Hands
8513,2.555555556,2.166666667,#fffbab,76,2.333333333,🌞,1.6,6,Sunbeams
8514,2.5,2.666666667,#8c2a3e,76,3.444444444,🔥,2.3,6,Firefighters
8515,2.833333333,1.944444444,#178f55,76,3.166666667,🍬,2.1,6,Breath Mints
8516,2.277777778,2.555555556,#5c1c1c,76,2.888888889,🐅,2.8,6,Tigers
8517,2.055555556,2.666666667,#67556b,76,2.944444444,🕵,1.4,6,Spies
8518,1.888888889,1.888888889,#d15700,76,2.611111111,🍗,2.4,6,Wild Wings
8519,3.833333333,3.0,#593037,76,3.666666667,🦀,3.7,6,Crabs
8520,1.444444444,1.5,#64376e,77,2.555555556,🌮,1.6,6,Tacos
8521,2.888888889,2.055555556,#9141ba,77,2.444444444,🚤,1.7,6,Dale
8522,2.444444444,2.444444444,#f7d1ff,77,2.388888889,🌹,1.6,6,Flowers
8523,2.555555556,3.111111111,#ffd4d8,77,2.555555556,📱,2.4,6,Millennials
8524,2.777777778,2.666666667,#f5feff,77,2.555555556,🗣,2.5,6,Moist Talkers
8525,2.055555556,2.111111111,#ffce0a,77,3.166666667,👟,2.3,6,Shoe Thieves
8526,1.944444444,2.222222222,#bf0043,77,2.444444444,✨,1.5,6,Magic
8527,2.777777778,3.166666667,#8c8d8f,77,2.333333333,🥩,1.7,6,Steaks
8528,2.888888889,2.444444444,#780018,77,3.444444444,💋,2.8,6,Lovers
8529,1.944444444,1.666666667,#3ee652,77,3.111111111,🏝,1.4,6,Fridays
8530,2.0,2.777777778,#399d8f,77,3.0,🥧,1.7,6,Pies
8531,2.666666667,2.444444444,#2b4075,77,2.388888889,🎸,1.9,6,Garages
8532,3.222222222,3.166666667,#6388ad,77,3.0,👐,2.0,6,Jazz Hands
8533,2.555555556,2.166666667,#fffbab,77,2.333333333,🌞,1.6,6,Sunbeams
8534,2.5,2.666666667,#8c2a3e,77,3.444444444,🔥,2.3,6,Firefighters
8535,2.833333333,1.944444444,#178f55,77,3.166666667,🍬,2.1,6,Breath Mints
8536,2.277777778,2.555555556,#5c1c1c,77,2.888888889,🐅,2.8,6,Tigers
8537,2.055555556,2.666666667,#67556b,77,2.944444444,🕵,1.4,6,Spies
8538,1.888888889,1.888888889,#d15700,77,2.611111111,🍗,2.4,6,Wild Wings
8539,3.833333333,3.0,#593037,77,3.666666667,🦀,3.7,6,Crabs
8540,1.444444444,1.5,#64376e,78,2.555555556,🌮,1.6,6,Tacos
8541,2.888888889,2.055555556,#9141ba,78,2.444444444,🚤,1.7,6,Dale
8542,2.444444444,2.444444444,#f7d1ff,78,2.388888889,🌹,1.6,6,Flowers
8543,2.555555556,3.111111111,#ffd4d8,78,2.555555556,📱,2.4,6,Millennials
8544,2.777777778,2.666666667,#f5feff,78,2.555555556,🗣,2.5,6,Moist Talkers
8545,2.055555556,2.111111111,#ffce0a,78,3.166666667,👟,2.3,6,Shoe Thieves
8546,1.944444444,2.222222222,#bf0043,78,2.444444444,✨,1.5,6,Magic
8547,2.777777778,3.166666667,#8c8d8f,78,2.333333333,🥩,1.7,6,Steaks
8548,2.888888889,2.444444444,#780018,78,3.444444444,💋,2.8,6,Lovers
8549,1.944444444,1.666666667,#3ee652,78,3.111111111,🏝,1.4,6,Fridays
8550,2.0,2.777777778,#399d8f,78,3.0,🥧,1.7,6,Pies
8551,2.666666667,2.444444444,#2b4075,78,2.388888889,🎸,1.9,6,Garages
8552,3.222222222,3.166666667,#6388ad,78,3.0,👐,2.0,6,Jazz Hands
8553,2.555555556,2.166666667,#fffbab,78,2.333333333,🌞,1.6,6,Sunbeams
8554,2.5,2.666666667,#8c2a3e,78,3.444444444,🔥,2.3,6,Firefighters
8555,2.833333333,1.944444444,#178f55,78,3.166666667,🍬,2.1,6,Breath Mints
8556,2.277777778,2.555555556,#5c1c1c,78,2.888888889,🐅,2.8,6,Tigers
8557,2.055555556,2.666666667,#67556b,78,2.944444444,🕵,1.4,6,Spies
8558,1.888888889,1.888888889,#d15700,78,2.611111111,🍗,2.4,6,Wild Wings
8559,3.833333333,3.0,#593037,78,3.666666667,🦀,3.7,6,Crabs
8560,1.444444444,1.5,#64376e,79,2.555555556,🌮,1.6,6,Tacos
8561,2.888888889,2.055555556,#9141ba,79,2.444444444,🚤,1.7,6,Dale
8562,2.444444444,2.444444444,#f7d1ff,79,2.388888889,🌹,1.6,6,Flowers
8563,2.555555556,3.111111111,#ffd4d8,79,2.555555556,📱,2.4,6,Millennials
8564,2.777777778,2.666666667,#f5feff,79,2.555555556,🗣,2.5,6,Moist Talkers
8565,2.055555556,2.111111111,#ffce0a,79,3.166666667,👟,2.3,6,Shoe Thieves
8566,1.944444444,2.222222222,#bf0043,79,2.444444444,✨,1.5,6,Magic
8567,2.777777778,3.166666667,#8c8d8f,79,2.333333333,🥩,1.7,6,Steaks
8568,2.888888889,2.444444444,#780018,79,3.444444444,💋,2.8,6,Lovers
8569,1.944444444,1.666666667,#3ee652,79,3.111111111,🏝,1.4,6,Fridays
8570,2.0,2.777777778,#399d8f,79,3.0,🥧,1.7,6,Pies
8571,2.666666667,2.444444444,#2b4075,79,2.388888889,🎸,1.9,6,Garages
8572,3.222222222,3.166666667,#6388ad,79,3.0,👐,2.0,6,Jazz Hands
8573,2.555555556,2.166666667,#fffbab,79,2.333333333,🌞,1.6,6,Sunbeams
8574,2.5,2.666666667,#8c2a3e,79,3.444444444,🔥,2.3,6,Firefighters
8575,2.833333333,1.944444444,#178f55,79,3.166666667,🍬,2.1,6,Breath Mints
8576,2.277777778,2.555555556,#5c1c1c,79,2.888888889,🐅,2.8,6,Tigers
8577,2.055555556,2.666666667,#67556b,79,2.944444444,🕵,1.4,6,Spies
8578,1.888888889,1.888888889,#d15700,79,2.611111111,🍗,2.4,6,Wild Wings
